id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15986855,Room Be in a house full of students,906001,Mariam,,Spånga-Tensta,59.39337,17.91761,Private room,196,20,4,2018-02-01,0.13,8,156
16006742,Beautiful little cottage in Stockholm Mälarhöjden,11325648,Angelica,,Hägersten-Liljeholmens,59.29618,17.95139,Entire home/apt,998,1,2,2016-12-05,0.06,2,179
16023386,One bedroom in quite area close to Södermalm!,56253389,Linda,,Skarpnäcks,59.2987,18.10176,Entire home/apt,753,7,6,2018-01-03,0.18,1,0
16023413,Classy 60 m2 central apartment,2326251,Boudewijn,,Östermalms,59.3475,18.0684,Entire home/apt,704,2,32,2019-08-25,1.06,1,26
16024078,Central and elegant 2 bedroom apartment,104228352,Hedvig,,Norrmalms,59.34371,18.04471,Entire home/apt,2397,3,0,,,1,0
16033998,2 room apartment in Vasastan,39039266,Maria,,Norrmalms,59.34263,18.0431,Entire home/apt,998,4,1,2016-12-22,0.03,1,0
16046785,Vasastans pärla,104459636,Richard,,Norrmalms,59.34106,18.05854,Entire home/apt,2994,2,5,2018-07-02,0.15,1,285
16050222,Trendy apt close to Nytorget,24340277,Mathilde,,Södermalms,59.31623,18.09031,Entire home/apt,1096,4,0,,,2,0
16064954,2 bedroom apartment in central Stockholm,17872507,Vendela,,Kungsholmens,59.33294,18.03049,Entire home/apt,1203,5,6,2018-08-26,0.18,2,2
16080878,A room with a view!!!,91541035,Crafoord,,Norrmalms,59.3368,18.04601,Shared room,147,1,56,2019-09-18,2.02,2,314
16081124,Cozy apt & top location at fashionable Östermalm,87063442,Katarina,,Östermalms,59.33819,18.09265,Entire home/apt,969,1,41,2019-09-15,1.23,1,148
16082663,Unique and charming apartment in 2 levels.,8760629,Linda,,Enskede-Årsta-Vantörs,59.28344,18.09277,Entire home/apt,1252,1,8,2019-09-14,0.27,1,154
16083846,"Big room, perfect location, central Stockholm",104822809,Delphi,,Enskede-Årsta-Vantörs,59.29853,18.07845,Private room,342,2,18,2018-10-26,0.53,1,0
16097726,Cozy 2 bedroom appartment in Södermalm,45603233,Ingrid,,Södermalms,59.31014,18.06881,Entire home/apt,753,3,37,2019-09-23,1.09,1,257
16097966,Room with a view,1256804,Viveka,,Enskede-Årsta-Vantörs,59.28274,18.0452,Private room,333,1,104,2019-08-29,3.02,1,351
16112551,Apartment in the heart of Södermalm,35287450,Freja,,Södermalms,59.31114,18.05598,Entire home/apt,1497,3,5,2019-08-10,0.93,1,0
16116989,Beautiful apartment in Södermalm,86637618,Ylva,,Södermalms,59.32008,18.03893,Entire home/apt,1135,2,9,2018-04-22,0.30,2,0
16125988,Turn of the century flat in the heart of Stockholm,38740732,Anna,,Norrmalms,59.33782,18.05074,Entire home/apt,1047,3,59,2019-08-29,1.76,1,27
16138823,Bran new 1 bedroom at SOFO in Södermalm,105295120,Lovisa,,Södermalms,59.31326,18.07163,Entire home/apt,998,7,0,,,1,0
16142460,Comfortable & cosy,105330509,Ida,,Södermalms,59.31044,18.06102,Entire home/apt,1262,2,20,2019-06-20,0.61,2,0
16146458,Fresh room in apartment close to the city center,105366837,Alex,,Enskede-Årsta-Vantörs,59.29311,18.04667,Private room,450,1,40,2018-06-12,1.19,1,239
16150517,Sodermalm modern home with big terrace,12602504,Andy,,Södermalms,59.31513,18.0587,Entire home/apt,1839,1,28,2019-09-16,1.26,2,67
16153390,Light & cozy stay close to nature and city center!,105426202,Julia,,Enskede-Årsta-Vantörs,59.29633,18.04525,Entire home/apt,499,3,19,2019-07-11,0.56,1,85
16157864,Beautiful home close to nature and city center!,75692070,Oldoz,,Skarpnäcks,59.28007,18.10886,Private room,597,2,3,2017-02-26,0.09,2,0
16168160,Lux Östermalm flat w balcony centrally situated,29396430,Lovisa,,Östermalms,59.34153,18.08107,Entire home/apt,1448,3,52,2019-07-24,1.54,2,0
16168259,Hip studio apartment in the heart of Södermalm,19799051,Josefin,,Södermalms,59.31679,18.05667,Entire home/apt,949,3,9,2017-10-08,0.32,1,0
16183940,"Very bright flat, perfect for a couple or friends",80779771,Mathias,,Hägersten-Liljeholmens,59.30692,18.00535,Entire home/apt,704,2,28,2019-09-16,0.82,1,7
16186118,"Apartment close to south city center, 15 min",77571305,Gustavo,,Farsta,59.26536,18.07798,Entire home/apt,391,1,105,2019-08-29,3.09,1,42
16188610,Cosy apartment close to the city,24194415,Maja,,Bromma,59.32845,17.94883,Entire home/apt,577,5,7,2018-09-05,0.22,1,0
16190458,109 sqm with park view in the heart of Stockholm,61049534,Catrin,,Norrmalms,59.33875,18.04407,Entire home/apt,1800,6,0,,,1,0
16192899,Cozy studio apartment,49197912,Dena,,Södermalms,59.31387,18.05909,Entire home/apt,616,1,13,2017-05-27,0.39,2,0
16196570,Bohemain appartement in Sofo district,7093737,Caroline,,Södermalms,59.31388,18.09527,Entire home/apt,597,3,2,2017-04-02,0.06,1,0
16212480,Apartment in cozy area close to the city,105696495,Matilda,,Bromma,59.32959,17.98022,Entire home/apt,998,1,0,,,1,0
16229041,"Ostermalm , tekniska högskolan",106055144,Mario,,Östermalms,59.34881,18.06219,Entire home/apt,607,1,45,2018-08-24,1.31,1,3
16229275,Cosy pink big room 18min from Central City,105949684,Inkan,,Spånga-Tensta,59.3918,17.90644,Private room,303,2,31,2019-09-14,0.91,1,0
16234112,Beautiful apartment in Hornstull,86637618,Ylva,,Södermalms,59.31951,18.0408,Private room,763,1,2,2017-02-08,0.06,2,0
16235939,"Apartment for three, 10 minutes from Södermalm!",14051766,Oscar,,Skarpnäcks,59.29594,18.1053,Entire home/apt,421,6,9,2017-07-22,0.27,1,0
16236568,2 room apartment close to metro at Södermalm,24486657,Emmy,,Södermalms,59.31903,18.04774,Entire home/apt,959,5,12,2019-01-31,0.36,1,0
16236765,Modern flat with balcony in the heart of Sthlm,19888679,Ebba,,Östermalms,59.34058,18.07961,Entire home/apt,900,2,5,2019-02-03,0.15,1,0
16237590,Luxury apartment close to city and nature,77763902,Erika,,Hägersten-Liljeholmens,59.30427,17.94322,Entire home/apt,714,2,6,2017-05-25,0.18,1,0
16237852,Cosy apartment less than 1 min from subway,28806753,Kristina,,Skarpnäcks,59.27833,18.13183,Entire home/apt,401,1,6,2017-06-05,0.18,1,0
16255341,Light and cozy central penthouse,106290826,Alden,,Norrmalms,59.34537,18.04252,Entire home/apt,1252,2,18,2019-09-21,0.58,1,124
16255911,Modern and spacious city flat in fantastic area,82924254,Eric,,Norrmalms,59.34181,18.03302,Entire home/apt,1712,5,0,,,1,0
16265680,City puls,96763162,Romeo,,Norrmalms,59.33802,18.05713,Entire home/apt,2103,1,19,2019-06-24,0.60,1,364
16271606,Mysig 3.a inklusive parkering,106415404,Huda,,Enskede-Årsta-Vantörs,59.25534,18.03068,Entire home/apt,753,2,0,,,1,0
16271688,Spacious top floor apartment with old style charm,48132951,Nelle,,Norrmalms,59.34707,18.0445,Entire home/apt,1702,2,5,2018-06-17,0.18,1,0
16279908,15 min from central station and Friends arena,23541339,Christian,,Bromma,59.33649,17.95284,Entire home/apt,1154,2,22,2019-08-05,0.66,2,17
16281414,Perfect apartment for couples,106343010,Fredrik,,Hägersten-Liljeholmens,59.29257,17.97253,Entire home/apt,450,3,12,2019-08-09,0.35,1,4
16281428,Cozy apartment in the center of Stockholm,13012886,Ella,,Södermalms,59.3105,18.05235,Entire home/apt,998,3,8,2019-07-22,0.30,1,0
16281808,2 Rooms in nice appartment 15 min from central,23541339,Christian,,Bromma,59.33659,17.95353,Private room,499,2,6,2019-02-13,0.21,2,0
16285601,Perfect three room apartment in Hornstull,29687427,Tomas,,Södermalms,59.31938,18.03051,Entire home/apt,1301,2,12,2019-08-08,0.36,1,0
16286864,Charming apartment in the heart of Södermalm,106537368,Jonas,,Södermalms,59.31734,18.06542,Entire home/apt,685,2,16,2017-04-26,0.47,1,0
16294780,"Sturdio at Hammarby Sjöstad, Stockholm",106603540,Staffan,,Södermalms,59.30425,18.10243,Entire home/apt,753,2,0,,,1,0
16304968,Cozy and central apartment on Kungsholmen,16295834,Christian,,Kungsholmens,59.33701,17.99799,Entire home/apt,597,3,5,2018-01-02,0.15,1,0
16322150,Cozy studio in the centre of city,5113690,Fredrik,,Södermalms,59.31719,18.05686,Entire home/apt,421,30,12,2018-04-21,0.35,1,78
16335915,Cosy and modern studio in Stockholm City Centre,106943260,Alexander,,Kungsholmens,59.33767,18.02645,Entire home/apt,802,1,7,2017-02-26,0.21,1,0
16344128,"Bright & neat apartment in Kungsholmen, Stockholm",26213890,Alice,,Kungsholmens,59.33592,18.03022,Entire home/apt,685,1,4,2017-12-22,0.12,1,0
16345747,Cozy apartment close to Globen,107027267,Oscar,,Enskede-Årsta-Vantörs,59.29453,18.07557,Entire home/apt,597,14,14,2019-06-16,0.42,2,333
16350192,Nice flat in a perfect trendy location,107027736,Andrew,,Södermalms,59.31095,18.07183,Entire home/apt,998,2,24,2019-08-12,0.72,1,0
16351239,Room V in a house full of students,906001,Mariam,,Spånga-Tensta,59.39304,17.91679,Private room,196,120,8,2019-03-16,0.24,8,150
16356160,New apartment in Stockholm- Kista,107108366,Adriana,,Rinkeby-Tensta,59.41682,17.90937,Entire home/apt,900,1,33,2019-09-08,1.02,1,78
16361056,Cosy 1 bedroom apartment in the heart of Östermalm,7532683,John-John,,Östermalms,59.33755,18.07962,Entire home/apt,1605,7,0,,,1,0
16392668,"Lovely, spacious flat close to city center",43343082,Emelie,,Östermalms,59.34277,18.09,Entire home/apt,949,2,4,2017-06-18,0.13,1,0
16392682,Takvåning med stor balkong!,35358860,Jessica,,Södermalms,59.31791,18.03833,Entire home/apt,1800,2,27,2019-08-04,0.81,1,81
16393271,Modern DOWNTOWN apartment,107157919,Michael,,Norrmalms,59.3456,18.04393,Entire home/apt,949,2,1,2017-05-31,0.04,1,0
16397964,Central cozy apartment with amazing view,12580821,Chanti,,Kungsholmens,59.32716,18.02106,Entire home/apt,704,2,32,2018-08-06,0.99,1,0
16399289,Beautiful apartment in central Stockholm,107436444,Arthur,,Södermalms,59.31929,18.03389,Entire home/apt,1301,4,67,2019-09-01,2.09,1,60
16411154,"Nice, modern apartment just outside the city",107534395,Ida,,Skarpnäcks,59.29772,18.09931,Entire home/apt,597,1,0,,,1,0
16413373,Totally renovated with an amazing sea view,3316808,Rickard,,Kungsholmens,59.33784,18.02804,Entire home/apt,998,2,5,2018-08-19,0.17,1,25
16425690,Lägenhet mellan Hornsbergs strand och Fridhemsplan,84752246,Andreas,,Kungsholmens,59.33431,18.01578,Entire home/apt,753,2,17,2017-05-21,0.51,1,0
16426006,2-bedroom apartment close to city & nature reserve,107684212,Klara,,Skarpnäcks,59.2663,18.13421,Entire home/apt,724,2,21,2018-08-24,0.63,1,0
16435709,In the heart of old town,78393845,Sofi,,Södermalms,59.32351,18.07259,Entire home/apt,949,1,198,2019-09-13,5.94,3,345
16437808,Cosy stay close to Metro and Nature.,5426620,Bo,,Skarpnäcks,59.27674,18.13453,Private room,294,3,14,2019-08-27,0.42,1,0
16439007,Modern apartment with balcony and rooftop terrace!,13689295,Danielle,,Södermalms,59.31171,18.10555,Entire home/apt,597,4,77,2019-09-08,2.31,1,19
16445739,"Charming and comfortable, near the Old Town",16779334,Josefine,,Södermalms,59.31356,18.08619,Private room,998,2,9,2017-08-12,0.30,1,0
16466346,Modern flat near subway and parks.,23649472,Elin,,Skarpnäcks,59.27673,18.12465,Entire home/apt,1096,7,4,2019-08-26,0.12,1,54
16484733,Exclusive in historical Old Town,6829103,Markus,,Södermalms,59.32551,18.07169,Entire home/apt,1693,2,23,2018-08-06,0.72,1,0
16486047,Modern room with perfect location in Stockholm,42605859,Sofia,,Norrmalms,59.34188,18.05254,Private room,646,1,36,2019-09-01,1.09,3,0
16488924,Middle of Old Town,78393845,Sofi,,Södermalms,59.32268,18.07067,Entire home/apt,695,1,215,2019-09-14,6.45,3,0
16496344,"Serene home, 18 minutes from Stockholm Center.",108347983,Andy,,Enskede-Årsta-Vantörs,59.26193,18.04289,Entire home/apt,685,5,66,2019-09-22,1.99,1,24
16497416,Fresh apartment at Stockholm science center,83973907,Cindy,,Rinkeby-Tensta,59.40986,17.94016,Entire home/apt,685,4,0,,,1,0
16497983,Central Stay in Calm oasis by the bay,108365249,Natalie,,Södermalms,59.30724,18.06789,Private room,401,2,0,,,1,0
16504519,Giant 4 BDR Penthouse Lifestyle Loft in Old Town,43785017,Fredrik,,Södermalms,59.32188,18.07325,Entire home/apt,1947,1,251,2019-09-13,8.36,1,305
16509588,Quiet apartment central Stockholm,14537434,Anna,,Kungsholmens,59.33685,18.02759,Entire home/apt,391,2,2,2017-03-19,0.06,1,0
16527091,"Great studio in central location, trendy Södermalm",8324891,Carl,,Södermalms,59.31552,18.0801,Entire home/apt,636,3,2,2017-01-23,0.06,2,0
16528357,Cosy and charming room for a perfect stay in SOFO,108708553,Cecilia & Ove,,Södermalms,59.31555,18.07316,Private room,430,3,139,2019-09-11,4.20,1,37
16531467,"Bohemian cosy room, near forest, and metro!",108737557,Katrin,,Hässelby-Vällingby,59.36439,17.86043,Private room,323,2,0,,,1,0
16551109,Nice and quiet room in a house,5118235,Susanne,,Bromma,59.3446,17.91629,Private room,597,3,0,,,3,118
16562713,Central studio,53601466,Nils,,Östermalms,59.33983,18.08835,Entire home/apt,890,3,10,2018-08-27,0.31,1,0
16566195,Charming flat of 50 sqm in central Stockholm,12753668,Konrad,,Kungsholmens,59.33396,18.03162,Entire home/apt,949,2,4,2017-05-28,0.12,1,0
16573871,"Bargain: spacious, newly built, 3 min to metro",8510727,Jenny,,Hägersten-Liljeholmens,59.31215,18.02612,Entire home/apt,665,1,1,2017-01-22,0.03,1,0
16597677,Modern apartment in a city area with magical view,24309050,Cristelle,,Norrmalms,59.34651,18.03725,Entire home/apt,998,3,2,2017-02-19,0.06,1,0
16599357,Nice small apartment 20 min from stockholm city,109499758,Avan,,Hässelby-Vällingby,59.36023,17.86818,Entire home/apt,499,2,0,,,1,0
16599422,"Cosy apartment in the heart of Sofo, Stockholm",109478897,Caroline Och Carl,,Södermalms,59.31446,18.08146,Entire home/apt,1203,3,13,2018-08-03,0.40,1,170
16607296,Big room close to Kista and Stockholm city centre.,109586191,Ragnhild,,Rinkeby-Tensta,59.38807,17.92055,Private room,254,4,0,,,1,0
16609145,Charming apartment in cosy Gröndal,17838604,Charlotte,,Hägersten-Liljeholmens,59.3165,18.00726,Entire home/apt,998,14,0,,,1,0
16614414,Cozy 1 br apartment in SoFo Södermalm,39326089,Ahmed,,Södermalms,59.30945,18.07775,Entire home/apt,978,1,179,2019-09-21,6.24,2,271
16623809,Lovely studio apartment in Södermalm,9763278,Kamilla,,Södermalms,59.31278,18.10613,Entire home/apt,597,1,15,2018-09-01,0.52,1,85
16630682,Light Rooftop Apartment in city center,109467648,Gracia,,Norrmalms,59.34343,18.02796,Entire home/apt,1301,3,15,2019-06-17,0.47,1,32
16642114,Centralt med utsikt,109970327,Annica,,Kungsholmens,59.3268,18.02218,Entire home/apt,499,2,2,2017-02-14,0.06,1,0
16643668,Härlig lägenhet i Midsommarkransen!,1242459,Maria,,Hägersten-Liljeholmens,59.30157,18.00638,Entire home/apt,851,2,10,2018-11-19,0.31,1,0
16648200,Charming apartment in great location of Gröndal,110033639,Gustav & Emelie,,Hägersten-Liljeholmens,59.3173,18.00856,Entire home/apt,753,4,4,2018-08-17,0.24,1,0
16654904,Cosy and Clean Apartment in the heart of Stockholm,74258392,Gabbi,,Norrmalms,59.34119,18.04019,Entire home/apt,998,7,57,2019-09-24,1.76,1,0
16657363,Barbaras place,24034359,Helena,,Norrmalms,59.3461,18.05619,Private room,519,2,66,2019-09-21,3.98,1,48
16661911,"Sunny, family-friendly apartment in great location",2668172,Linn,,Södermalms,59.31648,18.05957,Entire home/apt,1898,3,4,2017-06-19,0.13,1,0
16670476,TOP MODERN flat in popular Vasastaden,110277924,Martina,,Norrmalms,59.34435,18.04379,Entire home/apt,890,2,1,2019-02-10,0.13,1,0
16675899,Beautiful apartment at Djurgården,87944414,Matilda,,Östermalms,59.358,18.08683,Entire home/apt,802,1,19,2019-09-22,0.78,1,25
16686066,Modern apt. - close to Central Stn.,18158426,Chanel,,Norrmalms,59.33466,18.05173,Entire home/apt,1262,5,29,2019-08-22,0.89,1,85
16712348,"Beautiful..! 2 Level House, 200m from the water.",110746279,Martin,,Bromma,59.3409,17.96402,Entire home/apt,1702,2,50,2019-08-06,1.71,1,360
16714400,"Stort, ljust rum med soffa, matbord och två sängar",81475337,Carl,,Norrmalms,59.3404,18.06064,Private room,499,1,1,2017-01-15,0.03,1,0
16714619,Right in the heart of popular SOFO,5772146,Lina,,Södermalms,59.3121,18.07638,Entire home/apt,1800,3,35,2019-08-18,1.06,1,4
16715424,Modern & spacious town house with sunny garden,110773577,Lotte,,Hässelby-Vällingby,59.37452,17.88301,Entire home/apt,998,14,1,2017-08-07,0.04,1,358
16715829,Modern three room apartment trendy Hornstull,48875281,Elin,,Södermalms,59.31801,18.02874,Entire home/apt,1487,5,9,2018-08-04,0.33,1,1
16720779,4a med parkeringsplats nära Älvsjömässan.,110828182,Per,,Älvsjö,59.28061,18.03428,Entire home/apt,802,3,7,2017-10-15,0.25,1,0
16723025,Nice apartment near metro / city,71657174,Sofia,,Enskede-Årsta-Vantörs,59.26377,18.03447,Entire home/apt,646,2,7,2018-07-19,0.23,1,55
16731631,"Mariatorget, Södermalm",1587733,Ludde,,Södermalms,59.31756,18.0607,Entire home/apt,1898,3,5,2019-07-27,0.16,1,10
16733540,Cozy apartment close to the city,62964017,Maja,,Farsta,59.25692,18.07835,Entire home/apt,499,1,10,2017-12-27,0.31,1,0
16736529,"Modern city apartment, balcony and close to water",35490943,Jonas,,Kungsholmens,59.33001,18.00171,Entire home/apt,851,6,2,2017-07-21,0.07,1,0
16744602,Stay in the city,12084559,Rina,,Norrmalms,59.33874,18.06062,Entire home/apt,1878,1,45,2019-09-12,1.50,1,342
16778789,Apartment in central Stockholm with fantastic view,111432382,Alexander,,Östermalms,59.34809,18.06445,Entire home/apt,949,4,93,2019-09-20,2.94,1,111
16782674,Quiet Relaxing Room!,111481874,Nayla,,Rinkeby-Tensta,59.38828,17.92831,Private room,303,1,82,2019-09-15,2.52,1,248
16785487,Luxurius 3bdr apt in central Stockholm,4377204,Daniel,,Norrmalms,59.34279,18.04967,Entire home/apt,3004,6,5,2019-08-04,0.18,1,0
16801821,Perfect apartment in Stockholm city,63123434,Gabriella,,Östermalms,59.34581,18.09592,Entire home/apt,851,3,3,2017-04-24,0.10,1,0
16802149,Design villa with sauna and swimming pool,1750667,Jakob,,Hägersten-Liljeholmens,59.29553,17.99384,Entire home/apt,1800,5,20,2019-09-24,0.66,1,58
16809415,1 bed apartment (55 square meters),45965941,Tadious,,Enskede-Årsta-Vantörs,59.28845,18.09515,Entire home/apt,303,1,18,2019-08-05,0.55,1,0
16810478,Private room in Old Town Stockholm,18859693,Daniel,,Södermalms,59.32438,18.06962,Private room,499,3,0,,,1,0
16810944,Beautiful 1 br apt w balcony in super location!,19617566,Jenny,,Södermalms,59.31847,18.03526,Entire home/apt,675,3,1,2017-07-18,0.04,1,0
16825476,Family house,35207118,Sabrina,,Hässelby-Vällingby,59.36691,17.87145,Private room,450,1,1,2017-02-09,0.03,1,364
16837456,Premium Stockholm City 2 room apartment!,78598934,Robert,,Östermalms,59.35563,18.09858,Entire home/apt,489,2,15,2019-08-12,0.46,1,0
16837838,Great apartment in Stockholm City,6192702,Susanna,,Östermalms,59.34681,18.09975,Entire home/apt,851,1,200,2019-09-07,6.38,3,302
16841398,Bright 3 bedrooms apartment 125 m2,15168892,Babak,,Norrmalms,59.34053,18.05066,Entire home/apt,2299,4,10,2019-07-31,0.32,2,0
16855800,New studio  - like a hotel room with a kitchen,49383117,Anna,,Enskede-Årsta-Vantörs,59.28134,18.04961,Entire home/apt,411,4,143,2019-09-14,4.82,1,99
16863765,"1 room apartment, close to Stockholm City.",55146817,Eric,,Hägersten-Liljeholmens,59.30064,17.9978,Entire home/apt,704,1,2,2017-02-24,0.06,1,0
16875114,Cosy home close to nature and city center!,75692070,Oldoz,,Skarpnäcks,59.28065,18.10961,Entire home/apt,802,1,0,,,2,0
16877218,Stockholm home with amazing nature,108277744,Rihaneh,,Enskede-Årsta-Vantörs,59.28948,18.0305,Entire home/apt,450,3,3,2017-04-23,0.09,1,0
16886525,Central with Scandinavian style,17061609,Viktor,,Norrmalms,59.34718,18.06092,Entire home/apt,792,4,7,2019-06-21,0.27,1,0
16887719,Centrally located Scandinavian style in Södermalm,15013913,Vlad,,Södermalms,59.30902,18.07211,Entire home/apt,959,2,14,2018-07-24,0.78,1,0
16891674,Trendy apartm with central locadion,100400287,Stefan,,Norrmalms,59.34062,18.03089,Entire home/apt,949,1,0,,,1,0
16892871,Heart of Södermalm - Mariatorget,99392426,Rikard,,Södermalms,59.31607,18.05479,Entire home/apt,802,3,18,2019-09-13,0.56,1,0
16893811,Trendy apartment with central location,35279016,Cassandra,,Kungsholmens,59.32937,18.00214,Entire home/apt,900,3,6,2017-07-01,0.19,1,0
16894482,Bright studio apartment in a cozy neighborhood,43209351,Viktor,,Kungsholmens,59.33088,18.02983,Entire home/apt,597,5,1,2017-02-14,0.03,1,0
16904565,Newly renovated house in Tallkrogen,112524110,Hugo,,Farsta,59.26571,18.09353,Entire home/apt,1497,60,0,,,1,270
16907625,Light and charming apartment in trendy Vasastan,44594587,Sandra,,Norrmalms,59.33728,18.03562,Entire home/apt,1096,1,3,2017-06-30,0.11,1,0
16909241,Cozy! 20 min to city. 10 min to globen and tele2.,112884897,Robin,,Enskede-Årsta-Vantörs,59.26277,18.04483,Entire home/apt,704,1,7,2019-08-26,1.11,1,51
16918638,Nice and trendy apartement close to Odenplan,61955837,Malena,,Norrmalms,59.34865,18.05663,Private room,929,1,40,2019-09-07,1.25,1,0
16919257,"Charming apartment in central birkastan, stockholm",27943654,Malin,,Norrmalms,59.34159,18.0319,Entire home/apt,1096,30,0,,,1,118
16921924,Peaceful bed and breakfast on Stora Essingen,59319357,Betty,,Kungsholmens,59.32485,17.99244,Private room,264,2,12,2019-05-05,0.38,2,68
16925812,Top flat apartment in trendy Södermalm,54485729,Fredrik,,Södermalms,59.31339,18.08398,Entire home/apt,1869,4,4,2017-08-01,0.15,1,0
16925965,A nice new renovated cozy apartment,45134274,Malek,,Norrmalms,59.33041,18.0697,Entire home/apt,792,7,0,,,1,177
16941896,Scandi apartment with balcony close to metro,16811146,Oscar,,Östermalms,59.34489,18.08229,Entire home/apt,978,2,24,2019-09-22,0.91,1,72
16942513,In the heart of creative Södermalm,113225616,Tom,,Södermalms,59.31486,18.08537,Entire home/apt,998,5,12,2017-07-24,0.39,1,0
16944498,"Beautiful, airy apt- great location",9807146,Tove,,Södermalms,59.31641,18.05714,Entire home/apt,1800,5,0,,,1,0
16952099,Modern apartment with perfect location,42605859,Sofia,,Norrmalms,59.34318,18.05161,Entire home/apt,920,3,8,2019-08-05,0.27,3,0
16952284,Fabulous living in the heart of Södermalm,9556078,Magnus & Maria,,Södermalms,59.31675,18.06203,Entire home/apt,2201,2,41,2019-09-08,1.40,1,17
16953583,Modern apartment by the sea in Stockholm city!,113378729,Anna,,Kungsholmens,59.33974,18.00816,Entire home/apt,802,5,22,2019-08-09,0.69,1,0
16967223,Comfortable room close to park,1792640,Mattias,,Enskede-Årsta-Vantörs,59.28954,18.03586,Private room,489,4,1,2017-02-27,0.03,3,0
16967628,Stylish 1 bedroom in the heart of Södermalm,1857040,Maria,,Södermalms,59.31148,18.07522,Entire home/apt,1203,2,27,2019-06-13,0.84,1,74
16969421,Central flat in Stockholm,56054734,Irene,,Södermalms,59.308,18.07406,Entire home/apt,1272,1,3,2019-07-05,0.09,1,63
16978268,Kids friendly apartment in beautiful Årsta,111441185,Ylva,,Enskede-Årsta-Vantörs,59.30087,18.06075,Entire home/apt,1252,3,7,2019-07-31,0.45,1,0
16978448,Parkview pearl of the south,113622052,Ric,,Södermalms,59.31593,18.08882,Entire home/apt,851,6,10,2019-08-10,0.31,1,10
16985253,Lovely house 9 minutes from the Old Town!,4563569,Eva,,Skarpnäcks,59.28481,18.10333,Entire home/apt,1741,7,10,2019-08-02,0.37,1,79
16988871,Högst upp i huset med magisk utsikt,113761909,Magnus,,Hägersten-Liljeholmens,59.29475,17.9806,Entire home/apt,597,2,0,,,1,0
16991614,"Appartement spacieux Vasastan, Stockholm",113768318,Marie-Louise,,Norrmalms,59.34606,18.04561,Entire home/apt,1203,2,44,2017-11-01,1.38,1,0
16991881,Trevligt rum med närhet till city,111950299,Petra,,Norrmalms,59.34929,18.04935,Private room,430,1,127,2019-09-07,3.96,1,0
16997859,Cozy apartment near city center and nature,59205163,Nicole,,Farsta,59.26367,18.0796,Entire home/apt,538,2,52,2019-09-02,1.61,1,74
16997860,3  room apartment 15min from the city,67454517,Lyubov,,Skärholmens,59.2897,17.92507,Entire home/apt,949,3,0,,,1,0
17005675,Elegant apartment in Sofo,6163944,Kristoffer,,Södermalms,59.31554,18.07544,Entire home/apt,704,3,11,2019-06-10,0.34,1,0
17006375,3 room and kitchen close to inner city,70942841,Appartement I Bromma,,Bromma,59.33231,17.94621,Entire home/apt,900,3,134,2019-09-25,4.19,9,165
17012024,One bedroom close to everything,110878642,Emma,,Södermalms,59.31544,18.03694,Entire home/apt,871,6,5,2017-08-15,0.16,1,71
17033659,Spacious (living)room with sleep area and balcony!,114073758,Magnus,,Farsta,59.25638,18.08214,Private room,401,2,51,2019-09-23,1.72,1,49
17034506,best lovely weekend in Stockholm comfortable & fun,97707761,Sara,,Enskede-Årsta-Vantörs,59.29926,18.03851,Entire home/apt,450,14,1,2017-02-12,0.03,1,0
17041099,ROOM in cool part of Södermalm @Zinkensdamm,113779640,Madeleine,,Södermalms,59.31622,18.05221,Private room,528,2,69,2019-01-25,2.16,1,0
17042544,Family house from 1906 suitable for 1-2 families.,36622692,Eva,,Bromma,59.35942,17.95195,Entire home/apt,2103,4,8,2018-12-30,0.26,1,125
17044365,Your own apartment in Stockholm City!,42047789,Annika,,Kungsholmens,59.33003,18.04042,Entire home/apt,998,4,47,2019-05-04,1.47,1,17
17073334,Välkomna till trivsam villa nära Stockholms City,33545089,Anna,,Hägersten-Liljeholmens,59.30176,17.96971,Entire home/apt,998,6,9,2019-08-03,0.43,1,19
17116262,Lilla Essingen Deluxe,114975562,Alexander,,Kungsholmens,59.32561,18.00647,Entire home/apt,998,2,29,2019-02-17,0.96,1,0
17117174,Apartment at Mariatorget,49357520,Jonnie,,Södermalms,59.3174,18.05445,Entire home/apt,1996,2,9,2017-09-04,0.30,1,0
17117438,Mysig etta nära Stockholm city,3712234,Lisa,,Älvsjö,59.28428,18.02288,Entire home/apt,430,7,0,,,1,0
17146417,Nyrenoverad etta på Södermalm,24444466,Nathalie,,Södermalms,59.30879,18.07014,Entire home/apt,646,4,24,2017-09-12,0.75,1,0
17162480,1 large bedroom in central Stcokholm,73209119,Anna,,Östermalms,59.36986,18.05549,Private room,470,1,4,2017-07-14,0.13,1,0
17162501,House with beautiful view in Stockholm,115444404,Lorenzo,,Hägersten-Liljeholmens,59.30349,17.98728,Entire home/apt,264,5,4,2017-10-25,0.13,1,0
17169045,Big Cozy Apartment in Central Trendy Södermalm,46087153,Blenda,,Södermalms,59.31152,18.06553,Entire home/apt,3649,7,5,2018-06-18,0.16,1,363
17169431,Central Studio,30165962,Liza,,Norrmalms,59.33715,18.04931,Entire home/apt,900,1,1,2017-02-14,0.03,1,0
17170850,Mysigt i Hornstull,115511159,Janet,,Södermalms,59.3185,18.028,Entire home/apt,597,2,5,2018-08-29,0.29,1,0
