id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10482285,Heart of Stockholm,25987813,Isak,,Södermalms,59.31516,18.06036,Entire home/apt,969,3,53,2019-02-18,1.26,1,0
10491779,Lovely Modern City Apartment,17889614,David,,Kungsholmens,59.33739,18.0302,Entire home/apt,959,10,1,2018-11-19,0.10,1,0
10497074,Beautiful apartment down town Sthlm,12508887,Daniel,,Norrmalms,59.33601,18.05075,Entire home/apt,2690,4,5,2019-08-08,0.13,1,3
10503026,"Tasteful 4 room family apartment, great location",54154205,Nuno,,Norrmalms,59.34587,18.05088,Entire home/apt,2446,2,22,2018-05-16,0.52,1,0
10508633,Quiet green area in Enskede with Forest View,42904920,Zoila,,Farsta,59.26533,18.0768,Private room,391,2,12,2019-05-14,1.20,1,157
10509416,Idyllic house  just outside the city center!,23118556,Louise,,Farsta,59.2718,18.08292,Entire home/apt,1800,6,28,2019-08-02,0.66,1,0
10509589,The perfect 1 bedroom apt,6565209,Yasmin,,Östermalms,59.35064,18.06275,Entire home/apt,1448,2,10,2017-08-18,0.34,1,0
10561843,Room to rent in a shared flat,54477414,Sheldon,,Södermalms,59.31398,18.06313,Entire home/apt,352,1,0,,,1,0
10579009,Gustavia Apartments Floor 5,34891784,Gustavia,,Södermalms,59.32387,18.07082,Entire home/apt,1350,5,63,2019-08-29,1.40,2,302
10591986,Familjevänlig lägenhet nära naturen,54647264,Johan,,Skarpnäcks,59.28137,18.11684,Entire home/apt,998,4,2,2018-06-22,0.05,1,0
10602713,apartment supernice and chill,54709617,Mona,,Hägersten-Liljeholmens,59.30761,17.98597,Entire home/apt,558,2,4,2018-05-18,0.13,1,0
10603742,Lovely 2bd in woodsy neighborhood.,54712582,Angela,,Hägersten-Liljeholmens,59.29453,17.96624,Private room,352,1,13,2019-09-17,0.29,1,342
10613504,Mini 2:a på Östermalm / Linnégatan,54768648,Olle,,Östermalms,59.33545,18.08441,Entire home/apt,10762,1,0,,,1,0
10624549,Super neat apt - city center,54833949,Karolina,,Kungsholmens,59.33098,18.0298,Entire home/apt,949,4,3,2017-05-15,0.07,1,0
10625590,Beautiful apt in the heart of Sofo,623318,Tove,,Södermalms,59.31269,18.07791,Entire home/apt,949,3,3,2016-04-16,0.07,1,0
10631807,Super Central Designer Apartment,54881526,Susan,,Norrmalms,59.33669,18.06631,Entire home/apt,1546,4,2,2016-02-27,0.05,1,0
10640056,Childfriendly house near city,13295551,Madeleine,,Bromma,59.36669,17.92991,Entire home/apt,1898,2,80,2019-09-08,1.83,1,240
10641203,Wonderful apartment,54943316,Elias,,Norrmalms,59.3479,18.0492,Entire home/apt,1419,3,3,2016-05-05,0.07,1,0
10643575,"",49843392,Sarah,,Bromma,59.33738,17.9829,Entire home/apt,988,4,7,2016-08-30,0.17,1,0
10647897,Renovated 1910 Stockholm villa & beautiful garden,36316223,Paul,,Enskede-Årsta-Vantörs,59.2863,18.0797,Entire home/apt,2397,4,0,,,1,9
10675723,Renovated apart 15min to Sthlm cent,53911445,Mitch,,Farsta,59.24762,18.0902,Entire home/apt,704,5,0,,,1,0
10690784,"Cozy, Comfy, and Perfectly Located",39339444,Sadinoel,,Kungsholmens,59.32721,18.01352,Entire home/apt,597,1,0,,,1,0
10695277,Fresh and trendy apt in Stockholm,36298205,Palanivelu,,Rinkeby-Tensta,59.40736,17.93954,Entire home/apt,1203,3,0,,,1,0
10717324,Villa with 100 sqm terrace and pool,19518646,Cecilia,,Spånga-Tensta,59.38319,17.91223,Entire home/apt,1605,2,7,2017-07-17,0.16,1,0
10740811,Bright furnished room,24085802,Olga,,Bromma,59.34448,17.88013,Private room,342,3,4,2017-05-15,0.09,1,262
10744799,Charming city flat close to nature,55548686,Emilia,,Kungsholmens,59.32908,18.00908,Entire home/apt,802,4,20,2017-11-27,0.45,1,0
10757157,Awarded apartment near Globe!,8764167,Sercan,,Enskede-Årsta-Vantörs,59.29176,18.03242,Entire home/apt,1800,1,2,2016-06-17,0.05,2,0
10759255,Exclusive modern apartment on best location,55639207,Axel,,Östermalms,59.33829,18.08447,Entire home/apt,851,3,12,2019-09-16,0.31,1,0
10782650,Egen lägenhet i villa,31130977,Ann-Marie,,Hässelby-Vällingby,59.38065,17.81554,Entire home/apt,538,3,63,2019-08-30,1.56,1,236
10788232,Cool spacious 1960s house with perfect location,55821263,Karl,,Älvsjö,59.28262,17.97664,Entire home/apt,1526,4,4,2018-07-16,0.10,1,0
10806357,"4,5 room flat in Stockholm,Vasastan",55574628,Malin,,Norrmalms,59.34124,18.03019,Entire home/apt,1702,4,6,2019-07-30,0.15,1,267
10807096,"Top location, 2-rooms, by Stureplan",55866339,Axel,,Östermalms,59.33626,18.07946,Entire home/apt,2035,2,57,2019-09-15,1.29,1,352
10815581,Centralt belägen mini-etta,56000452,Alexander,,Östermalms,59.34104,18.06769,Entire home/apt,802,12,4,2017-11-15,0.10,1,0
10816393,"Mitt i Stockholm, nära till naturen",30100221,Antonia,,Östermalms,59.35056,18.05871,Entire home/apt,704,1,1,2016-03-02,0.02,1,0
10819350,Cozy studio in the heart of SoFo,39537381,Alexander,,Södermalms,59.313,18.07951,Entire home/apt,998,7,20,2018-01-05,0.49,1,0
10820875,Modern townhouse in Stockholm,8298314,Mikaela,,Skarpnäcks,59.27989,18.11047,Entire home/apt,1497,4,11,2019-08-16,0.29,1,19
10831369,Hammarby Sjöstad (with balcony),56085728,Ronny,,Södermalms,59.30203,18.09966,Entire home/apt,1702,2,1,2016-05-15,0.02,1,0
10842182,Hornstull Södermalm,56154893,Johan,,Södermalms,59.3164,18.04024,Entire home/apt,1565,7,4,2016-09-19,0.10,1,118
10845022,Room on central Södermalm,56169674,Jonatan,,Södermalms,59.30996,18.06755,Private room,519,2,33,2019-09-12,2.23,1,95
10846367,Bright and Spacious in Hip SoFo,4236865,Ninke,,Södermalms,59.31278,18.07606,Entire home/apt,1702,4,3,2016-12-31,0.07,1,0
10847404,Cosy house close to city center,13088570,Manne,,Enskede-Årsta-Vantörs,59.28356,18.0876,Entire home/apt,2299,3,36,2019-08-16,0.88,1,0
10848621,"1 Bedroom Apartment, Great Location",56182604,Karl,,Östermalms,59.33637,18.08166,Entire home/apt,704,3,5,2019-08-06,0.12,1,0
10858483,Fantastic apart in Hammarby Sjöstad,54179495,Maria,,Södermalms,59.30386,18.10619,Entire home/apt,1194,1,27,2016-12-06,0.62,1,0
10894495,Luxury suite in central Stockholm,5209058,Rasmus,,Norrmalms,59.34281,18.05753,Entire home/apt,988,7,12,2017-08-12,0.27,1,0
10902415,Penthouse in odenplan 216 sqm,56498414,Peter,,Norrmalms,59.34217,18.04393,Entire home/apt,8003,1,0,,,2,362
10902501,2 room in Stockholm,56498414,Peter,,Norrmalms,59.33697,18.06674,Entire home/apt,920,4,17,2018-09-30,0.41,2,357
10907993,Top Balcony Apartment in the City Centre,28205864,Dennis,,Norrmalms,59.3411,18.048,Entire home/apt,890,3,162,2019-09-07,4.00,1,4
10918920,Fresh apartment in central city!,56593725,Donnie,,Kungsholmens,59.326,18.00662,Entire home/apt,890,4,23,2018-11-13,0.52,1,271
10925354,Sekelskiftesvilla med pool nära Stockholm City,56633409,Tobias,,Enskede-Årsta-Vantörs,59.28568,18.0822,Entire home/apt,2749,3,31,2019-08-25,0.80,1,5
10935307,Lovely sunny house near Stockholm C,37339398,Hanna,,Spånga-Tensta,59.37224,17.92479,Entire home/apt,2671,2,12,2019-08-26,0.32,2,331
10939760,"Eurovision-16, Lägenhet vid Globen.",56719348,Jakob,,Enskede-Årsta-Vantörs,59.29234,18.08681,Entire home/apt,1820,1,1,2016-05-17,0.02,1,0
10940115,19th century apartment in Vasastan,39326778,Johan,,Norrmalms,59.34817,18.04349,Entire home/apt,949,2,8,2016-05-14,0.18,1,0
10942440,Elegant apartm/office space 20 min fr City Centre,56734076,Tove,,Farsta,59.25771,18.08903,Entire home/apt,303,2,52,2016-12-04,1.17,1,0
10956584,Central child friendly roof terrace,56828883,Patrick,,Kungsholmens,59.33649,18.03014,Entire home/apt,1174,5,0,,,1,0
10967412,"Mysig 3,5 nära stan - perfekt för familjen!",16008398,Helena,,Farsta,59.27099,18.06915,Entire home/apt,665,2,16,2019-08-08,1.16,1,68
10978333,Cozy apartment near Vasaparken,56959188,Daniel,,Norrmalms,59.34139,18.04303,Entire home/apt,1203,3,1,2016-05-15,0.02,1,0
10982344,5 bed apartment - Eurovision 2016,56979801,Alexandra,,Enskede-Årsta-Vantörs,59.25854,18.00825,Entire home/apt,4999,3,0,,,1,0
10985495,Central cozy and luxurious,33826854,A & E,,Kungsholmens,59.33822,18.00264,Private room,1497,1,2,2016-06-19,0.05,2,365
10993971,Cosy and well located B&B near Globen,37434428,Ludwig,,Enskede-Årsta-Vantörs,59.29581,18.08577,Private room,646,3,15,2019-06-13,0.34,2,178
11001539,Cool and hormoni.,57088351,Nasim,,Bromma,59.36462,17.94755,Private room,734,1,57,2019-09-02,1.38,1,362
11001675,Hörnlägenhet med två balkonger,3321577,Kajsa,,Skarpnäcks,59.29948,18.0993,Entire home/apt,802,5,7,2016-09-13,0.17,1,0
11015777,Hemtrevligt mitt i stan,57162897,Kristina,,Östermalms,59.34092,18.07939,Private room,587,1,2,2016-08-13,0.05,1,0
11016259,Modern room with balcony.,12997444,Maja And Wilhelm,,Östermalms,59.35537,18.08843,Private room,597,4,45,2018-10-28,1.04,1,55
11027437,Spacious apartment in nice area,56162435,Mikael,,Hägersten-Liljeholmens,59.3001,18.00584,Entire home/apt,832,6,0,,,1,0
11028163,Sunny apartment in Stockholm,25757919,Jenny,,Enskede-Årsta-Vantörs,59.29727,18.04116,Entire home/apt,920,3,4,2016-08-01,0.10,1,0
11028894,Somewhere Up The Stairs - SUTS,57232979,Ewa,,Södermalms,59.31316,18.06341,Private room,851,3,53,2019-08-18,1.20,2,91
11029221,Cozy apartment with great patio,16322646,Siamak,,Enskede-Årsta-Vantörs,59.29101,18.08776,Entire home/apt,753,3,5,2017-06-19,0.12,1,0
11033149,QUALITY Stockholm,57232979,Ewa,,Södermalms,59.31197,18.06022,Entire home/apt,1399,3,90,2019-09-15,2.12,2,93
11037721,Nyrenoverat boende mitt i city,57279543,Linda,,Norrmalms,59.34798,18.06074,Entire home/apt,1751,3,7,2016-06-30,0.16,1,0
11064305,Brommaplan,57426702,Fredrik,,Bromma,59.34201,17.93648,Entire home/apt,430,1,0,,,1,0
11076136,"",57499026,Jocke,,Kungsholmens,59.33631,18.01711,Entire home/apt,753,1,0,,,1,0
11079956,Mysig 3:a i Årsta,51896813,Malin,,Enskede-Årsta-Vantörs,59.29718,18.06344,Entire home/apt,753,1,1,2016-07-27,0.03,1,0
11094690,Modern - in the old town,50428602,Cajsa,,Södermalms,59.32544,18.06929,Entire home/apt,1497,3,0,,,1,0
11099042,Perfect apartment near Globe Arena,34977228,Tomas,,Skarpnäcks,59.29421,18.10171,Entire home/apt,1497,2,0,,,1,0
11101705,Family friendly three bedroom apartment in Sofo,57661512,Caroline,,Södermalms,59.31265,18.08078,Entire home/apt,3503,4,5,2017-08-05,0.13,1,0
11109337,Cozy apt in the heart Of Stockholm,16569140,Matilda,,Östermalms,59.33827,18.08524,Entire home/apt,783,1,0,,,1,0
11109733,City Location With Courtyard Access,57713180,Katja,,Norrmalms,59.33744,18.0503,Entire home/apt,2250,4,25,2019-08-19,0.63,1,104
11112102,Bicycles and breakfast close to  city and woods.,7663331,Lily,,Enskede-Årsta-Vantörs,59.29859,18.04974,Private room,538,2,112,2019-09-16,2.53,1,156
11119421,Modern 3 room apt in Södermalm,52009504,Soile,,Södermalms,59.30934,18.0657,Entire home/apt,1350,1,20,2019-08-12,0.47,1,26
11122517,Balcony facing the park,28081143,Lars,,Södermalms,59.3112,18.07104,Entire home/apt,929,4,1,2016-11-18,0.03,1,0
11122519,Unikt läge i Stockholm! Lugnt och nära till allt!,57790196,Christian,,Kungsholmens,59.3306,18.04533,Entire home/apt,2896,1,7,2019-08-18,0.18,1,46
11122768,"Nice house from 1946, close to Stockholm City",57791615,Sophia,,Älvsjö,59.26836,17.97849,Entire home/apt,1605,6,5,2018-07-30,0.15,1,271
11122980,2.a på Kungsholmen,28666211,Sofia,,Kungsholmens,59.3291,18.01268,Entire home/apt,900,1,16,2017-08-21,0.39,1,0
11128397,Lovely home close to Stockholm Fair & city centre.,34457204,Birgitta,,Enskede-Årsta-Vantörs,59.28353,18.04199,Entire home/apt,998,3,5,2017-08-09,0.12,1,358
11131820,Spacious Apartment in Vasastan,11812167,Mikael,,Norrmalms,59.3479,18.04536,Entire home/apt,1096,1,0,,,1,0
11133928,Between the City and the Globe,57859781,Åke & Sara,,Enskede-Årsta-Vantörs,59.29941,18.07796,Entire home/apt,6496,3,0,,,1,0
11135956,Stockholm City 1-3 pers- 36m2,57870540,Matteo,,Östermalms,59.341,18.08204,Entire home/apt,792,1,0,,,1,0
11140606,City apartment on the main shopping street,57897200,Stina,,Norrmalms,59.33523,18.06213,Entire home/apt,1800,2,25,2017-08-19,0.61,1,0
11144332,Gångavstånd till Globen,57918365,Dan,,Enskede-Årsta-Vantörs,59.28254,18.07937,Entire home/apt,1996,1,1,2016-05-15,0.02,1,0
11152697,Soho Apartment-Stockholm,4155445,Jasmin,,Hägersten-Liljeholmens,59.31345,18.02432,Entire home/apt,499,4,2,2017-02-06,0.05,1,0
11163913,Fantastic house to rent ESC/MF 2016,17603630,Jakob,,Hägersten-Liljeholmens,59.30338,17.98159,Entire home/apt,8003,1,0,,,1,0
11164390,Modern apartment South of Stockholm,6674694,Jørgen,,Farsta,59.23952,18.10552,Entire home/apt,509,7,0,,,1,0
11164471,Modern Living Excellence in Style,58073451,Justus,,Hägersten-Liljeholmens,59.31363,18.00668,Entire home/apt,1301,60,12,2017-05-26,0.31,1,365
11184348,Lovely 2 room apartment in Vasastan,40368610,Henrik,,Norrmalms,59.34039,18.03397,Entire home/apt,949,7,0,,,1,0
11196913,Charming 70sqm apt. w fireplace,58298966,Sofie,,Kungsholmens,59.33233,18.01491,Entire home/apt,802,2,0,,,1,0
11202301,Nice house close to Stockholm city,58330944,Maria,,Farsta,59.26865,18.09279,Entire home/apt,1350,2,1,2016-04-30,0.02,1,0
11204987,Sea view apartment in Mälarhöjden,51005816,Mia,,Hägersten-Liljeholmens,59.30709,17.9667,Entire home/apt,959,4,17,2019-08-14,0.43,1,127
11215617,"43 sq. Södermalm (Sea view,balcony)",58429429,Frida,,Södermalms,59.30854,18.09561,Entire home/apt,597,14,0,,,1,0
11215840,Charming 2 room apartment Södermalm,58430634,Katarina,,Södermalms,59.30851,18.0716,Entire home/apt,1350,1,10,2017-05-27,0.23,1,0
11218085,Light and cosy apartment,16743993,Tove,,Norrmalms,59.33928,18.03785,Entire home/apt,802,2,13,2017-01-03,0.30,1,0
11231265,Spacious apt with music studio,7463452,Hani,,Hägersten-Liljeholmens,59.29989,17.97928,Entire home/apt,988,7,1,2016-03-15,0.02,1,0
11235023,Yacht stay in Stockholm City,34292500,Eva & Björn,,Östermalms,59.32718,18.09609,Entire home/apt,2779,3,18,2019-09-15,0.44,2,364
11239608,"Exclusive apartment, heart of Sthlm",58603552,Malin,,Östermalms,59.34207,18.07797,Entire home/apt,1996,3,4,2017-08-27,0.09,1,0
11241277,Clean and Relaxing apt. amazing view Stockholm,87490,Mizgin,,Hägersten-Liljeholmens,59.30936,18.01327,Entire home/apt,998,2,1,2019-09-20,1,1,263
11241954,Unique Design Loft /w Cosy Patio,7355709,Alexander,,Norrmalms,59.34763,18.05797,Entire home/apt,1017,5,34,2018-12-26,0.79,1,0
11245734,Charming Room - Eurovision Weekend!,6704394,Tor,,Enskede-Årsta-Vantörs,59.2933,18.0885,Private room,646,2,1,2016-05-15,0.02,1,0
11245757,Prime location in city center,56732089,Hans,,Södermalms,59.31311,18.06633,Entire home/apt,1154,1,2,2016-07-17,0.05,1,0
11250826,Unique Studio Central Stockholm,1371383,David,,Östermalms,59.32171,18.1524,Entire home/apt,636,7,0,,,2,270
11255646,Cosy apartment near trendy Sodermalm and nature,12325901,Pilar,,Skarpnäcks,59.29625,18.10343,Entire home/apt,704,3,3,2019-07-27,0.81,1,0
11256106,Modern and elegant-central location,58738106,Johanna,,Södermalms,59.30911,18.07824,Entire home/apt,1252,6,1,2016-05-16,0.02,1,0
11265066,Nice apartment in quiet area!,11896387,Disa,,Enskede-Årsta-Vantörs,59.28621,18.09778,Entire home/apt,841,4,9,2019-07-16,0.22,1,0
11265512,Classy apartment - fashionable area,23884480,Christoffer,,Östermalms,59.33527,18.08181,Entire home/apt,1996,3,5,2016-06-30,0.12,1,0
11268622,Boutique home in Hipster heaven!,11808882,Julia & Jonas,,Södermalms,59.31235,18.07952,Entire home/apt,2505,4,37,2019-08-03,0.94,1,158
11270275,Lovely room in central Stockholm!,25745835,Shama,,Östermalms,59.33911,18.09482,Private room,959,1,84,2019-09-24,1.97,1,149
11272277,Stylish by trendy Hornstull!,58857251,Emelie,,Södermalms,59.3199,18.0373,Entire home/apt,1497,1,8,2016-06-14,0.18,1,0
11275868,Picturesque 30s house Near Södermalm. Houses 6 ppl,3765133,Jakob,,Enskede-Årsta-Vantörs,59.28385,18.05715,Entire home/apt,1203,5,3,2018-08-06,0.07,1,0
11286538,"Gärdet/City, 2 room modern aprt",23943599,Emil,,Östermalms,59.34738,18.10009,Entire home/apt,704,2,5,2017-04-18,0.11,1,0
11286913,Luxury flat - Central Stockholm,29623230,Sussi & Ludde,,Kungsholmens,59.33562,18.03663,Private room,783,1,130,2019-09-14,3.16,1,364
11290826,Ljus & mkt fin 2:a med balkong,48173138,Carl,,Östermalms,59.34773,18.09537,Entire home/apt,1154,2,11,2017-06-16,0.27,1,0
11295612,Charmig söderpärla i trendiga Sofo,36502835,Kristin,,Södermalms,59.31541,18.08496,Entire home/apt,929,2,40,2019-08-06,0.92,1,233
11320529,Studio Apartment - Södermalm,59196035,Niclas,,Södermalms,59.31357,18.09257,Entire home/apt,753,1,3,2017-07-02,0.07,1,0
11337399,One bedroom on Östermalm w/ balcony,59336841,Stina & Anders,,Östermalms,59.33677,18.08625,Entire home/apt,1565,2,3,2017-09-26,0.12,1,0
11348636,Private floor in modern Penthouse,25286433,Erika,,Enskede-Årsta-Vantörs,59.28245,18.08808,Private room,499,1,43,2019-06-28,1.39,1,0
11351600,Primusgatan lilla essingen,59449455,Andreas,,Kungsholmens,59.32344,18.00307,Entire home/apt,900,4,1,2016-10-26,0.03,1,0
11364243,Central Stockholm,30062039,Kim,,Norrmalms,59.33407,18.06027,Entire home/apt,1203,3,16,2019-02-13,0.37,1,0
11365318,Bright and cozy 2-bed apartment,58654794,Christopher,,Enskede-Årsta-Vantörs,59.28883,18.08864,Entire home/apt,753,5,15,2019-06-24,0.40,1,0
11374367,Modern .,59621138,Natalia,,Hägersten-Liljeholmens,59.28199,17.96046,Private room,421,1,0,,,2,362
11380656,3 room apartment in Vällingby City,59678085,Angelica,,Hässelby-Vällingby,59.36884,17.86556,Entire home/apt,597,1,1,2016-03-30,0.02,1,0
11383251,Cozy centrally located apartment,59563810,Sarah,,Södermalms,59.31854,18.07399,Entire home/apt,1399,2,7,2017-09-14,0.16,1,0
11384204,Stockholm - Child-friendly townhouse,59699325,Robert,,Hässelby-Vällingby,59.3746,17.81716,Entire home/apt,998,2,10,2018-07-24,0.24,1,0
11390212,KISTA TOWER,59751717,Sasou,,Rinkeby-Tensta,59.40673,17.94352,Entire home/apt,949,1,29,2019-09-16,0.68,1,233
11391009,Close to the Eurovision Arenas 2016,4928931,Magdalena,,Enskede-Årsta-Vantörs,59.27832,18.08474,Entire home/apt,3004,3,1,2016-05-16,0.02,1,0
11392318,Luxurious stay in the city heart,31538816,Katarina,,Kungsholmens,59.33333,18.04403,Entire home/apt,1047,3,1,2016-03-20,0.02,1,0
11392826,Apartment at Södermalm,59770453,Daniel,,Södermalms,59.31409,18.0886,Entire home/apt,900,14,2,2016-05-31,0.05,1,0
11393008,Luxuary apartment super central,9740721,Nicolas,,Norrmalms,59.33751,18.0619,Entire home/apt,1800,2,18,2019-08-30,0.43,1,48
11405344,Mysigt familjeboende inom tull,59870861,Oskar,,Östermalms,59.35699,18.09867,Entire home/apt,1203,7,1,2019-05-31,0.25,1,0
11406992,Ljus femtiotalslägenhet på söder,5333860,Oskar,,Södermalms,59.31037,18.0538,Entire home/apt,949,1,3,2016-05-07,0.07,1,0
11409869,Bright and comfortable 3-room apt,52179076,Magnus,,Enskede-Årsta-Vantörs,59.29626,18.04331,Entire home/apt,802,2,6,2017-10-23,0.16,1,0
11411299,Cozy apartment in Södermalm,2486825,Ruben,,Södermalms,59.31687,18.07847,Entire home/apt,881,1,72,2019-06-29,1.66,1,0
11418979,Liten mysig etta på Kungsholmen,17443876,Peter,,Kungsholmens,59.33475,18.02808,Entire home/apt,802,2,8,2018-07-15,0.19,1,0
11426774,Big and beautiful 2 bdrm in Sofo!,6667482,Anette,,Södermalms,59.31361,18.08763,Entire home/apt,1497,3,15,2019-07-21,0.38,1,0
11427569,"10 min to Södermalm, access to bike",57880479,Sara,,Farsta,59.27331,18.0703,Entire home/apt,704,7,3,2017-07-30,0.08,1,0
11430262,Hytt med litet fönster,60050184,Ånedin,,Södermalms,59.31826,18.08393,Private room,597,1,1,2016-03-06,0.02,1,0
11431750,Beautiful 3 bdrm apt in Vasastan,53532551,Stefan,,Norrmalms,59.34339,18.04218,Entire home/apt,1996,1,0,,,1,0
11433647,Naturnära och nära tunnelbana,16134137,James,,Bromma,59.34452,17.88781,Entire home/apt,802,1,0,,,1,0
11436183,Kungsholmen - 2 rok,6592625,Sanna,,Kungsholmens,59.32864,18.04409,Entire home/apt,558,1,1,2016-03-30,0.02,1,0
11459247,Clean apartment 15 min from city,38085323,David,,Bromma,59.33541,17.95258,Entire home/apt,548,2,46,2019-09-08,1.07,1,72
11470228,Globen (The Globe),60345886,Nicklas,,Skarpnäcks,59.29609,18.0934,Entire home/apt,998,1,0,,,1,0
11495125,Villa Giggvägen 17,56244470,Niclas,,Älvsjö,59.28551,17.97764,Entire home/apt,1301,3,19,2018-08-07,0.49,1,0
11495233,Soulful house near Stockholm city,23686285,Johanna,,Älvsjö,59.27636,17.99948,Entire home/apt,2201,4,7,2019-07-29,0.18,2,0
11501147,2 rum o kök om 60 kvm på Södermalm.,60580975,Christian,,Södermalms,59.31595,18.05839,Entire home/apt,675,7,1,2016-08-09,0.03,1,0
11502347,19th century flat - great location on Södermalm,49313446,Catrin,,Södermalms,59.31783,18.04859,Entire home/apt,1096,6,4,2018-08-11,0.10,1,0
11506236,Trendy 2 bed-room apartment in Central Stockholm,60616957,Mikkel,,Södermalms,59.31951,18.03678,Entire home/apt,1800,1,12,2017-06-16,0.30,1,0
11507953,Awesome central studio apartment,60630013,Max,,Östermalms,59.34211,18.09609,Entire home/apt,430,3,5,2019-06-17,0.13,1,0
11508204,Natur och miljö med sjö & parken i stan .,59621138,Natalia,,Hägersten-Liljeholmens,59.2816,17.96079,Private room,704,1,1,2018-05-26,0.06,2,363
11508734,Nice studio in Hornstull,6610477,Christine & Kamel,,Södermalms,59.31714,18.0348,Entire home/apt,626,290,7,2016-09-05,0.18,3,0
11508954,Central one bedroom with balcony.,60637901,Toby,,Norrmalms,59.33999,18.03053,Entire home/apt,753,5,40,2019-08-09,1.14,1,149
11509429,Cosy flat in south Stockholm,24352693,Katharina,,Enskede-Årsta-Vantörs,59.30052,18.0403,Entire home/apt,597,2,14,2018-01-02,0.34,1,0
11509509,Perfect apartement for families,59705124,Esbjörn,,Norrmalms,59.34034,18.04608,Entire home/apt,1203,1,8,2018-07-23,0.19,1,0
11513339,Beautiful Apartment in Stockholm,29852669,Maria,,Norrmalms,59.34352,18.04435,Entire home/apt,1213,6,1,2016-05-20,0.02,1,54
11522279,Bright room in central Aspudden,60747298,Myrtha,,Hägersten-Liljeholmens,59.30507,18.00014,Private room,450,1,7,2018-12-18,0.25,1,39
11539948,Villa med trädgård.,60880978,Anne,,Farsta,59.25857,18.10386,Entire home/apt,998,1,0,,,1,0
11542381,Happy Stay in My Cozy Flat,59563763,Siyu,,Skärholmens,59.292,17.92391,Entire home/apt,274,2,6,2016-04-28,0.14,1,0
11547151,Sekelskiftslgh centrala Gamla Stan-150 kvm,36427148,Jessica,,Södermalms,59.32321,18.06974,Entire home/apt,2632,3,30,2019-09-13,1.08,1,69
11548738,"Location, location, location!",60961537,Erica Och Mikael,,Norrmalms,59.33655,18.05799,Entire home/apt,2201,1,0,,,1,0
11550341,Boende till Eurovision Song Contest,979170,Helena,,Skarpnäcks,59.2799,18.10577,Entire home/apt,1468,1,0,,,1,0
11550932,2 stora sovrum + ett stort gästrum,60966226,Naser,,Hässelby-Vällingby,59.36433,17.85863,Entire home/apt,538,21,0,,,1,0
11558511,Family apartment 5 rooms Södermalm,2695728,Rickard & Frida,,Södermalms,59.31171,18.06265,Entire home/apt,1605,5,10,2019-08-05,0.26,1,85
11563072,Terrace apt 10 min from Södermalm!,15187000,Anna,,Hägersten-Liljeholmens,59.29757,17.95557,Entire home/apt,1898,2,15,2019-09-15,0.37,1,0
11564636,Minimalistic studio appartment,406455,Karin,,Södermalms,59.30747,18.06789,Entire home/apt,841,6,24,2019-08-07,0.56,1,131
11565431,Studio in the heart of Södermalm!,15984526,Sofie,,Södermalms,59.3128,18.0816,Entire home/apt,1203,1,5,2019-07-22,0.12,1,365
11568812,Charmig etagelägenhet på Södermalm,59811194,Caroline,,Södermalms,59.30973,18.07119,Entire home/apt,1996,3,11,2019-08-15,0.27,1,0
11569031,Two room apt with with balcony,38647609,Alexandra,,Östermalms,59.34745,18.09521,Entire home/apt,704,5,0,,,1,0
11577373,"Apartment in the heart of Södermalm, Stockholm",61199337,Ingrid,,Södermalms,59.3172,18.05341,Entire home/apt,969,2,9,2019-03-31,0.23,1,0
11581571,Nice flat in Stockholms Southern Hipster Area,61227756,Olof,,Hägersten-Liljeholmens,59.30081,17.99936,Entire home/apt,841,3,11,2018-07-16,0.26,1,0
11582170,Romantic one bedroom apartment: Charm,31783855,Residence,,Södermalms,59.32341,18.07404,Entire home/apt,1996,2,22,2019-08-25,0.58,8,257
11586352,Sunny and modern apartment in Aspudden,21247692,Camilla,,Hägersten-Liljeholmens,59.30557,17.99686,Entire home/apt,792,1,23,2019-05-18,0.54,1,0
11588750,Bright by water and parks Södermalm,23808136,Karolina,,Södermalms,59.31135,18.05437,Entire home/apt,616,5,0,,,1,0
11602859,Enjoy artwork in cosy apartement near the city,61397979,Cecilia,,Skarpnäcks,59.27635,18.1345,Entire home/apt,597,5,8,2017-04-16,0.19,1,0
11607089,Apartment close to Eurovision Globe,61432203,Cristin,,Enskede-Årsta-Vantörs,59.30062,18.0506,Entire home/apt,1497,2,0,,,1,0
11614665,"Studio with great view, city center",9168438,Sara,,Södermalms,59.31715,18.09095,Entire home/apt,538,3,8,2016-08-14,0.19,1,0
11616107,Ljus etta på Södermalm,61505421,Frej,,Södermalms,59.31267,18.05307,Entire home/apt,401,7,1,2016-04-05,0.02,1,0
11619192,Central Cosy Apartment,61527450,Sofia,,Norrmalms,59.34118,18.03175,Entire home/apt,479,3,5,2016-06-17,0.12,1,0
11622912,Student studio apartment,47633191,舒,,Skärholmens,59.29167,17.92536,Entire home/apt,440,1,1,2016-03-30,0.02,1,0
11624693,Dreamy & peaceful with rural charm,61572823,Josefin,,Hägersten-Liljeholmens,59.30786,18.00325,Entire home/apt,763,2,30,2019-08-26,0.73,1,26
11630409,Modern and fresh apt on Södermalm,60966782,Daniel,,Södermalms,59.31724,18.05514,Entire home/apt,998,2,162,2019-09-18,3.99,1,240
